Name,vegetables,unknown,dairy,human,animal,insect,freeliving
L_delbrueckii_subsp_lactis_DSM_20073,0,0,0,1,0,0,0
L_delbrueckii_subsp_lactis_DSM_20076,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_10983,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_1200,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_12062,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_12107,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_12109,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_18834,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_19994,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_20408,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_20544,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_21748,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_21753,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_21755,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_21783,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_21784,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_22091,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_22093,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_24199,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_24847,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_24848,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_24849,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_24850,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_24851,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_FAM_24852,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_KCCM_34717,0,0,0,0,0,0,1
L_delbrueckii_subsp_lactis_KCTC_3034,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_KCTC_3035,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_MAG_rmk202_ldel,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_NBIMCC_8250_182,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_700280,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_700820,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_700860,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_701040,0,0,1,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_702467,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_702468,1,0,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_702469,1,0,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_8140,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_8183,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_8882,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NCIMB_8964,0,1,0,0,0,0,0
L_delbrueckii_subsp_lactis_NWC_1_2,0,0,1,0,0,0,0
L_delbrueckii_subsp_sunkii_CIP_101810,0,1,0,0,0,0,0
L_delbrueckii_subsp_sunkii_CIRM_BIA_266,0,0,1,0,0,0,0
L_delbrueckii_subsp_sunkii_JCM_17838,0,0,0,0,0,0,1
L_delbrueckii_subsp_sunkii_NRIC_0766,1,0,0,0,0,0,0
L_delbrueckii_subsp_sunkii_NRIC_0767,1,0,0,0,0,0,0
L_equicursoris_DSM_19284,0,0,0,0,1,0,0
L_gallinarum_Chicken_14_mag_96,0,0,0,0,1,0,0
L_gallinarum_Chicken_20_mag_156,0,0,0,0,1,0,0
L_gallinarum_DSM_10532,0,0,1,0,0,0,0
L_gasseri_1001175B_160314_D8,0,0,0,1,0,0,0
L_gasseri_1001175st1_D8,0,0,0,1,0,0,0
L_gasseri_1001285H_161024_C10,0,0,0,1,0,0,0
L_gasseri_497_LGAS,0,0,0,1,0,0,0
L_gasseri_4M13,0,0,0,1,0,0,0
L_gasseri_770_LJOH,0,0,0,1,0,0,0
L_gasseri_AL3,0,0,0,1,0,0,0
L_gasseri_AL5,0,0,0,1,0,0,0
L_gasseri_ATCC_33323,0,1,0,0,0,0,0
L_gasseri_CM2267_MRS2_S780-bin_1,0,0,0,1,0,0,0
L_gasseri_DSM_14869,0,0,0,1,0,0,0
L_gasseri_EJL,0,0,0,1,0,0,0
L_gasseri_HL20,0,0,0,1,0,0,0
L_gasseri_HL70,0,0,0,1,0,0,0
L_gasseri_HL75,0,0,0,1,0,0,0
L_gasseri_L5,0,0,0,0,1,0,0
L_gasseri_Lg1199,0,0,0,1,0,0,0
L_gasseri_Lg1266,0,0,0,1,0,0,0
L_gasseri_Lg637,0,0,0,1,0,0,0
L_gasseri_MGYG_HGUT_02387,0,0,0,1,0,0,0
L_gasseri_MGYG_HGUT_03690,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00006,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00040,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00042,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00045,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00047,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00061,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00071,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00085,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00104,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00126,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00191,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00194,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00195,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00197,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00222,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00225,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00226,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00239,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00249,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00267,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00273,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00277,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00294,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00323,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00324,0,0,0,1,0,0,0
L_gasseri_MHKL_MAG_00337,0,0,0,1,0,0,0
L_gasseri_TF08-1,0,0,0,1,0,0,0
L_gasseri_UMB0607,0,0,0,1,0,0,0
L_gasseri_UMB0670,0,0,0,1,0,0,0
L_gasseri_UMB3077,0,0,0,1,0,0,0
L_hamsteri_DSM_5661,0,0,0,0,0,0,0
L_helsingborgensis_ESL0183,0,0,0,0,1,0,0
L_helveticus_AHU1049,0,1,0,0,0,0,0
L_helveticus_ATCC_12046,0,1,0,0,0,0,0
L_helveticus_BIM_B-461_G,0,0,0,1,0,0,0
L_helveticus_CAUH18,0,0,1,0,0,0,0
L_helveticus_CNRZ32,0,1,0,0,0,0,0
L_helveticus_D76,0,0,0,1,0,0,0
L_helveticus_DLBSA201,0,0,0,1,0,0,0
L_helveticus_DLBSA202,0,0,0,1,0,0,0
L_helveticus_DPC_4571,0,1,0,0,0,0,0
L_helveticus_FAM13019,0,0,1,0,0,0,0
L_helveticus_FAM1450,0,1,0,0,0,0,0
L_helveticus_FAM19188,0,0,1,0,0,0,0
L_helveticus_FAM21493,0,0,1,0,0,0,0
L_helveticus_FAM22076,0,0,1,0,0,0,0
L_helveticus_FAM22155,0,0,1,0,0,0,0
L_helveticus_FAM23285,0,0,1,0,0,0,0
L_helveticus_FAM8105,0,0,1,0,0,0,0
L_helveticus_FAM8106,0,0,1,0,0,0,0
L_helveticus_FAM8627,0,0,1,0,0,0,0
L_helveticus_H10,0,0,1,0,0,0,0
L_helveticus_H9,0,0,0,1,0,0,0
L_helveticus_IDCC3801,0,0,0,1,0,0,0
L_helveticus_IMAU10029,0,1,0,0,0,0,0
L_helveticus_IMAU10031,0,1,0,0,0,0,0
L_helveticus_IMAU10033,0,1,0,0,0,0,0
L_helveticus_IMAU10049,0,1,0,0,0,0,0
L_helveticus_IMAU10142,0,1,0,0,0,0,0
L_helveticus_IMAU10149,0,1,0,0,0,0,0
L_helveticus_IMAU20035,0,1,0,0,0,0,0
L_helveticus_IMAU20062,0,1,0,0,0,0,0
L_helveticus_IMAU20067,0,1,0,0,0,0,0
L_helveticus_IMAU20078,0,1,0,0,0,0,0
L_helveticus_IMAU30002,0,1,0,0,0,0,0
L_helveticus_IMAU30003,0,1,0,0,0,0,0
L_helveticus_IMAU30005,0,1,0,0,0,0,0
L_helveticus_IMAU30014,0,1,0,0,0,0,0
L_helveticus_IMAU30023,0,1,0,0,0,0,0
L_helveticus_IMAU30025,0,1,0,0,0,0,0
L_helveticus_IMAU30028,0,1,0,0,0,0,0
L_helveticus_IMAU30034,0,1,0,0,0,0,0
L_helveticus_IMAU30035,0,1,0,0,0,0,0
L_helveticus_IMAU30038,0,1,0,0,0,0,0
L_helveticus_IMAU30040,0,1,0,0,0,0,0
L_helveticus_IMAU30044,0,1,0,0,0,0,0
L_helveticus_IMAU30046,0,1,0,0,0,0,0
L_helveticus_IMAU30049,0,1,0,0,0,0,0
L_helveticus_IMAU30056,0,1,0,0,0,0,0
L_helveticus_IMAU30077,0,1,0,0,0,0,0
L_helveticus_IMAU30078,0,1,0,0,0,0,0
L_helveticus_IMAU30094,0,1,0,0,0,0,0
L_helveticus_IMAU30109,0,1,0,0,0,0,0
L_helveticus_IMAU30115,0,1,0,0,0,0,0
L_helveticus_IMAU30120,0,1,0,0,0,0,0
L_helveticus_IMAU30132,0,1,0,0,0,0,0
L_helveticus_IMAU30143,0,1,0,0,0,0,0
L_helveticus_IMAU30156,0,1,0,0,0,0,0
L_helveticus_IMAU40088,0,1,0,0,0,0,0
L_helveticus_IMAU40093,0,1,0,0,0,0,0
L_helveticus_IMAU50011,0,1,0,0,0,0,0
L_helveticus_IMAU50013,0,1,0,0,0,0,0
L_helveticus_IMAU50019,0,1,0,0,0,0,0
L_helveticus_IMAU50022,0,1,0,0,0,0,0
L_helveticus_IMAU50024,0,1,0,0,0,0,0
L_helveticus_IMAU50064,0,1,0,0,0,0,0
L_helveticus_IMAU50079,0,1,0,0,0,0,0
L_helveticus_IMAU50091,0,1,0,0,0,0,0
L_helveticus_IMAU50151,0,1,0,0,0,0,0
L_helveticus_IMAU60066,0,1,0,0,0,0,0
L_helveticus_IMAU60117,0,1,0,0,0,0,0
L_helveticus_IMAU60201,0,1,0,0,0,0,0
L_helveticus_IMAU60204,0,1,0,0,0,0,0
L_helveticus_IMAU60206,0,1,0,0,0,0,0
L_helveticus_IMAU60210,0,1,0,0,0,0,0
L_helveticus_IMAU60211,0,1,0,0,0,0,0
L_helveticus_IMAU60212,0,1,0,0,0,0,0
L_helveticus_IMAU60227,0,1,0,0,0,0,0
L_helveticus_IMAU70168,0,1,0,0,0,0,0
L_helveticus_IMAU80622,0,1,0,0,0,0,0
L_helveticus_IMAU80627,0,1,0,0,0,0,0
L_helveticus_IMAU80668,0,1,0,0,0,0,0
L_helveticus_IMAU80756,0,1,0,0,0,0,0
L_helveticus_JCM_1004,0,1,0,0,0,0,0
L_helveticus_LH2020,0,0,0,1,0,0,0
L_helveticus_LH5,0,0,0,1,0,0,0
L_helveticus_LH99,0,0,1,0,0,0,0
L_helveticus_LZ-R-5,0,0,1,0,0,0,0
L_helveticus_M92,0,0,1,0,0,0,0
L_helveticus_MB2-1,0,0,1,0,0,0,0
L_helveticus_MGYG_HGUT_02384,0,0,0,1,0,0,0
L_helveticus_NBIMCC_8269_179,0,0,1,0,0,0,0
L_helveticus_NWC_2_3,0,0,1,0,0,0,0
L_helveticus_NWC_2_4,0,0,1,0,0,0,0
L_helveticus_R0052,0,0,0,0,0,0,1
L_helveticus_SCB0641,0,0,1,0,0,0,0
L_helveticus_SCB643,0,0,1,0,0,0,0
L_helveticus_TK-J7A,0,1,0,0,0,0,0
L_helveticus_UC1035,0,0,1,0,0,0,0
L_helveticus_UC1267,0,0,1,0,0,0,0
L_helveticus_UC1275,0,0,1,0,0,0,0
L_helveticus_UC1285,0,0,1,0,0,0,0
L_helveticus_XZNQ,0,1,0,0,0,0,0
L_hominis_DSM_23910,0,0,0,1,0,0,0
L_hominis_MGBC122240,0,1,0,0,0,0,0
L_hominis_MGYG_HGUT_02360,0,0,0,1,0,0,0
L_iners_0809_588_1_1_MRSI1_rep1_S852-bin_1,0,0,0,1,0,0,0
L_iners_0809_588_1_1_MRSI1_rep2_S858-bin_1,0,0,0,1,0,0,0
L_iners_0861_630_1_1_CBA2_S808-bin_1,0,0,0,1,0,0,0
L_iners_0861_630_1_1_CBA7_S775-bin_1,0,0,0,1,0,0,0
L_iners_0861_630_1_1_MRSI1_rep1_S851-bin_2,0,0,0,1,0,0,0
L_iners_0861_630_1_1_MRSI1_rep2_S857-bin_3,0,0,0,1,0,0,0
L_iners_0861_630_1_1_MRSI1_rep3_S863-bin_3,0,0,0,1,0,0,0
L_iners_0861_630_1_1_MRSIHK1_S846-bin_2,0,0,0,1,0,0,0
L_iners_0998_735_1_CBA_89B_S798-bin_1,0,0,0,1,0,0,0
L_iners_0998_735_1_CBA_89C_S799-bin_1,0,0,0,1,0,0,0
L_iners_0998_735_1_CBA_90B_S800-bin_1,0,0,0,1,0,0,0
L_iners_0998_735_1_CBA_90C_S801-bin_1,0,0,0,1,0,0,0
L_iners_0998_735_1_CBA_90D_S802-bin_1,0,0,0,1,0,0,0
L_iners_A2_UP11_143_D_S143-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_ATCC_55195_S809-bin_1,0,0,0,1,0,0,0
L_iners_ATCC_55195_rep2_S854-bin_2,0,0,0,1,0,0,0
L_iners_ATCC_55195_rep3_S860-bin_2,0,0,0,1,0,0,0
L_iners_C0011D1,0,0,0,1,0,0,0
L_iners_C0059G1,0,0,0,1,0,0,0
L_iners_C0094A1,0,0,0,1,0,0,0
L_iners_C0210C1,0,0,0,1,0,0,0
L_iners_C0254C1,0,0,0,1,0,0,0
L_iners_C0322A1,0,0,0,1,0,0,0
L_iners_DZD_CM_41_S809-bin_1,0,0,0,1,0,0,0
L_iners_E2_1697_1278_1_BDMRSCQ11_S183-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_E2_1697_1278_1_BDMRSCQ5_S184-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_E2_1697_1278_1_CBA1_S151-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_E2_1697_1278_1_CBA2_S163-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_E2_1697_1278_1_CBA3_S152-bin_3-SPLIT,0,0,0,1,0,0,0
L_iners_E3_1733_1310_1_BDMRSCQ4_S153-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_E3_1733_1310_1_CBA2_S174-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_E4_1683_1263_1_CBA1_S108-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_E4_1683_1263_1_CBA2_S186-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_E5_1732_1307_1_BDMRSCQ11_S287-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_E5_1732_1307_1_BDMRSCQ12_S286-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_E5_1732_1307_1_BDMRSCQ4_S280-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_F2_1463_1084_3_CBA12_S285-bin_1-SPLIT,0,0,0,1,0,0,0
L_iners_F2_1463_1084_3_CBA4_S277-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_F2_1463_1084_3_CBA4_S277-bin_4-SPLIT,0,0,0,1,0,0,0
L_iners_F3_1503_1114_2_CBA9_S250-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_F4_1630_1235_1_MRS12_S197-bin_2-SPLIT,0,0,0,1,0,0,0
L_iners_JKR_12_29_17_A02_rep1_S849-bin_1,0,0,0,1,0,0,0
L_iners_JKR_12_29_17_A02_rep2_S855-bin_1,0,0,0,1,0,0,0
L_iners_JKR_12_29_17_A02_rep3_S861-bin_1,0,0,0,1,0,0,0
L_iners_JKR_12_29_17_D06_S716-bin_1,0,0,0,1,0,0,0
L_iners_JKR_12_29_17_D06_rep1_S850-bin_1,0,0,0,1,0,0,0
L_iners_JKR_12_29_17_D06_rep3_S862-bin_1,0,0,0,1,0,0,0
L_iners_JKR_P1_89_A12_S761_001-bin_1,0,0,0,1,0,0,0
L_iners_JKR_P1_89_A12_rep1_S847-bin_1,0,0,0,1,0,0,0
L_iners_JKR_P1_89_A12_rep3_S859-bin_1,0,0,0,1,0,0,0
L_iners_LI335,0,0,0,1,0,0,0
L_iners_MGYG_HGUT_01383,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00001,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00007,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00014,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00016,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00022,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00031,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00032,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00039,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00046,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00049,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00051,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00052,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00054,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00056,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00058,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00062,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00063,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00064,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00077,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00079,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00081,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00086,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00090,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00099,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00100,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00101,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00103,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00105,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00111,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00116,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00117,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00123,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00124,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00127,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00128,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00129,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00130,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00131,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00132,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00133,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00134,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00135,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00136,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00137,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00154,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00155,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00175,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00177,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00178,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00179,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00180,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00181,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00182,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00184,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00186,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00198,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00199,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00200,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00201,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00202,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00208,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00209,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00211,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00212,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00213,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00214,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00215,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00216,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00224,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00233,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00241,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00242,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00255,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00257,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00262,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00263,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00269,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00281,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00285,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00286,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00287,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00288,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00298,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00301,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00303,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00320,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00326,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00329,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00331,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00332,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00333,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00336,0,0,0,1,0,0,0
L_iners_MHKL_MAG_00339,0,0,0,1,0,0,0
L_iners_UBLI-01,0,0,0,1,0,0,0
L_iners_UMB0033,0,0,0,1,0,0,0
L_iners_UMB1051,0,0,0,1,0,0,0
L_iners_V09VC_S146-bin_2-SPLIT,0,0,0,1,0,0,0
L_intestinalis_9_LIYmh,0,1,0,0,0,0,0
L_intestinalis_A49_41_LA_DSS,0,1,0,0,0,0,0
L_intestinalis_DSM_6629,0,0,0,0,1,0,0
L_jensenii_0422_293_1_1_MRS1_S459-bin_1,0,0,0,1,0,0,0
L_jensenii_0422_293_1_1_MRS2_S812-bin_1,0,0,0,1,0,0,0
L_jensenii_0422_293_1_1_MRS3_S820-bin_1,0,0,0,1,0,0,0
L_jensenii_0422_293_1_1_MRS4_S828-bin_1,0,0,0,1,0,0,0
L_jensenii_0422_293_1_1_MRS7_S392-bin_2,0,0,0,1,0,0,0
L_jensenii_0795_578_1_1_MRS2_S794-bin_1,0,0,0,1,0,0,0
L_jensenii_0795_578_1_1_MRSIHK10_S795-bin_1,0,0,0,1,0,0,0
L_jensenii_0795_578_1_1_MRSIHK11_S855-bin_1,0,0,0,1,0,0,0
L_jensenii_CM2268_MRS4_S783-bin_1,0,0,0,1,0,0,0
L_jensenii_CM_C09_S835-bin_1,0,0,0,1,0,0,0
L_jensenii_CM_F11_S854-bin_1,0,0,0,1,0,0,0
L_jensenii_DSM_20557,0,0,0,1,0,0,0
L_jensenii_DZD_CM_12_S780-bin_1,0,0,0,1,0,0,0
L_jensenii_DZD_CM_35_S803-bin_1,0,0,0,1,0,0,0
L_jensenii_DZD_CM_36_S804-bin_1,0,0,0,1,0,0,0
L_jensenii_DZD_CM_38_S806-bin_1,0,0,0,1,0,0,0
L_jensenii_F4_1630_1235_1_CBA2_S235-bin_1-SPLIT,0,0,0,1,0,0,0
L_jensenii_FDAARGOS_749,0,1,0,0,0,0,0
L_jensenii_JKR_P1_88_H11_S760_001-bin_1,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00005,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00012,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00018,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00037,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00048,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00059,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00060,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00067,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00069,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00074,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00084,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00096,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00106,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00109,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00113,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00156,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00183,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00217,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00234,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00243,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00245,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00250,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00252,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00256,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00270,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00271,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00296,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00305,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00328,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00330,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00334,0,0,0,1,0,0,0
L_jensenii_MHKL_MAG_00338,0,0,0,1,0,0,0
L_jensenii_Mitchell_12_29_17_G03_S599-bin_1,0,0,0,1,0,0,0
L_jensenii_SNUV360,0,0,0,1,0,0,0
L_jensenii_UBLJe-01,0,0,0,1,0,0,0
L_jensenii_UMB0007,0,0,0,1,0,0,0
L_jensenii_UMB0034,0,0,0,1,0,0,0
L_jensenii_UMB0037,0,0,0,1,0,0,0
L_jensenii_UMB0055,0,0,0,1,0,0,0
L_jensenii_UMB0077,0,0,0,1,0,0,0
L_jensenii_UMB1165,0,0,0,1,0,0,0
L_jensenii_UMB1303,0,0,0,1,0,0,0
L_jensenii_UMB1307,0,0,0,1,0,0,0
L_jensenii_UMB1355,0,0,0,1,0,0,0
L_jensenii_UMB8489,0,0,0,1,0,0,0
